144	745.34997303
145	741.377697424
146	737.426591704
147	733.496543047
148	729.58743923
149	725.69916863
150	721.831620218
151	717.984683558
152	714.1582488
153	710.352206682
154	706.566448523
155	702.800866221
156	699.055352252
157	695.329799662
158	691.624102069
159	687.938153658
160	684.271849178
161	680.625083937
162	676.997753803
163	673.389755199
164	669.800985099
165	666.231341026
166	662.68072105
167	659.149023783
168	655.63614838
169	652.141994529
170	648.666462457
171	645.209452921
172	641.770867206
173	638.350607123
174	634.94857501
175	631.56467372
176	628.198806627
177	624.850877621
178	621.5207911
179	618.208451976
180	614.913765666
181	611.636638089
182	608.37697567
183	605.134685327
184	601.909674479
185	598.701851037
186	595.5111234
187	592.33740046
188	589.18059159
189	586.040606649
190	582.917355975
191	579.810750385
192	576.720701169
193	573.647120093
194	570.58991939
195	567.549011764
196	564.524310381
197	561.515728872
198	558.523181327
199	555.546582295
200	552.58584678
201	549.640890238
202	546.711628577
203	543.797978153
204	540.899855766
205	538.017178662
206	535.149864525
207	532.297831482
208	529.460998092
209	526.63928335
210	523.832606683
211	521.040887947
212	518.264047425
213	515.502005824
214	512.754684275
215	510.022004329
216	507.303887955
217	504.600257538
218	501.911035876
219	499.236146179
220	496.575512065
221	493.929057562
222	491.296707099
223	488.678385512
224	486.074018034
225	483.483530298
226	480.906848333
227	478.343898563
228	475.794607803
229	473.258903259
230	470.736712523
231	468.227963577
232	465.732584782
233	463.250504884
234	460.781653007
235	458.325958655
236	455.883351704
237	453.453762407
238	451.037121388
239	448.633359639
240	446.242408523
241	443.864199765
242	441.498665457
243	439.145738051
244	436.80535036
245	434.477435555
246	432.161927161
247	429.858759062
248	427.56786549
249	425.289181029
250	423.022640611
251	420.768179517
252	418.52573337
253	416.295238138
254	414.07663013
255	411.869845994
256	409.674822715
257	407.491497615
258	405.31980835
259	403.159692907
260	401.011089605
261	398.873937091
262	396.748174339
263	394.633740648
264	392.530575641
265	390.438619263
266	388.357811779
267	386.28809377
268	384.229406137
269	382.181690095
270	380.144887171
271	378.118939205
272	376.103788347
273	374.099377053
274	372.10564809
275	370.122544525
276	368.150009732
277	366.187987386
278	364.236421461
279	362.295256232
280	360.364436268
281	358.443906435
282	356.533611893
283	354.633498093
284	352.74351078
285	350.863595983
286	348.993700024
287	347.133769506
288	345.283751321
289	343.443592641
290	341.613240922
291	339.792643897
292	337.98174958
293	336.180506262
294	334.388862507
295	332.606767157
296	330.834169324
297	329.071018391
298	327.317264012
299	325.57285611
300	323.837744872
301	322.111880754
302	320.395214473
303	318.687697011
304	316.989279609
305	315.29991377
306	313.619551255
307	311.94814408
308	310.285644519
309	308.6320051
310	306.987178603
311	305.351118061
312	303.723776757
313	302.105108222
314	300.495066235
315	298.893604821
316	297.300678253
317	295.716241043
318	294.140247949
319	292.572653968
320	291.013414338
321	289.462484535
322	287.919820273
323	286.385377502
324	284.859112405
325	283.3409814
326	281.830941139
327	280.328948501
328	278.834960597
329	277.348934768
330	275.870828579
331	274.400599825
332	272.938206522
333	271.483606913
334	270.036759461
335	268.597622853
336	267.166155994
337	265.742318008
338	264.326068239
339	262.917366246
340	261.516171803
341	260.1224449
342	258.736145739
343	257.357234735
344	255.985672512
345	254.621419908
346	253.264437964
347	251.914687934
348	250.572131275
349	249.236729651
350	247.90844493
351	246.587239183
352	245.273074682
353	243.965913904
354	242.665719521
355	241.372454407
356	240.086081633
357	238.806564467
358	237.533866372
359	236.267951007
360	235.008782225
361	233.756324069
362	232.510540776
363	231.271396774
364	230.038856677
365	228.812885292
366	227.593447612
367	226.380508814
368	225.174034265
369	223.973989513
370	222.780340292
371	221.593052517
372	220.412092286
373	219.237425875
374	218.069019744
375	216.906840528
376	215.750855041
377	214.601030275
378	213.457333397
379	212.319731748
380	211.188192845
381	210.062684377
382	208.943174204
383	207.829630361
384	206.722021049
385	205.620314641
386	204.524479679
387	203.43448487
388	202.35029909
389	201.271891381
390	200.199230949
391	199.132287164
392	198.07102956
393	197.015427833
394	195.96545184
395	194.9210716
396	193.882257291
397	192.848979248
398	191.821207968
399	190.798914103
400	189.782068461
401	188.770642006
402	187.764605857
403	186.763931288
404	185.768589723
405	184.778552742
406	183.793792074
407	182.814279599
408	181.839987348
409	180.8708875
410	179.906952382
411	178.94815447
412	177.994466384
413	177.045860894
414	176.102310911
415	175.163789493
416	174.23026984
417	173.301725297
418	172.378129348
419	171.45945562
420	170.545677881
421	169.636770039
422	168.732706139
423	167.833460366
424	166.939007043
425	166.049320628
426	165.164375717
427	164.284147041
428	163.408609463
429	162.537737985
430	161.671507737
431	160.809893986
432	159.952872128
433	159.10041769
434	158.252506332
435	157.409113841
436	156.570216135
437	155.735789258
438	154.905809384
439	154.080252813
440	153.259095972
441	152.442315412
442	151.629887811
443	150.821789969
