0	301.033061824
1	300.430488351
2	300.087487276
3	300.004169951
4	300.180563425
5	300.616610432
6	301.312169416
7	302.267014569
8	303.48083591
9	304.953239384
10	306.68374699
11	308.671796935
12	310.916743819
13	313.417858841
14	316.174330039
15	319.185262552
16	322.449678909
17	325.966519351
18	329.73464217
19	333.75282408
20	338.01976062
21	342.53406657
22	347.294276404
23	352.298844768
24	357.546146977
25	363.034479547
26	368.762060743
27	374.727031163
28	380.927454337
29	387.36131736
30	394.02653154
31	400.920933081
32	408.042283784
33	415.388271771
34	422.95651224
35	430.744548236
36	438.749851449
37	446.969823036
38	455.401794464
39	464.043028376
40	472.890719481
41	481.941995461
42	491.19391791
43	500.643483281
44	510.287623866
45	520.123208789
46	530.147045023
47	540.35587843
48	550.74639481
49	561.315220986
50	572.058925891
51	582.974021686
52	594.056964894
53	605.304157544
54	616.711948347
55	628.276633875
56	639.994459767
57	651.861621945
58	663.874267851
59	676.028497697
60	688.320365733
61	700.745881524
62	713.301011247
63	725.981679004
64	738.78376814
65	751.703122582
66	764.735548189
67	777.876814111
68	791.122654166
69	804.468768221
70	817.910823591
71	831.444456445
72	845.065273222
73	858.768852057
74	872.550744218
75	886.406475548
76	900.331547921
77	914.321440699
78	928.371612199
79	942.477501171
80	956.634528278
81	970.838097579
82	985.083598024
83	999.366404951
84	1013.68188159
85	1028.02538056
86	1042.39224538
87	1056.77781199
88	1005.3579648
89	1000.0
90	994.670589993
91	989.369582596
92	984.096826442
93	978.852170967
94	973.635466411
95	968.446563813
96	963.285315004
97	958.151572606
98	953.045190027
99	947.966021453
100	942.913921852
101	937.888746961
102	932.890353287
103	927.918598102
104	922.973339439
105	918.054436088
106	913.161747589
107	908.295134233
108	903.454457055
109	898.63957783
110	893.850359071
111	889.086664022
112	884.348356657
113	879.635301675
114	874.947364496
115	870.284411256
116	865.646308805
117	861.032924704
118	856.444127218
119	851.879785316
120	847.339768663
121	842.82394762
122	838.332193239
123	833.864377259
124	829.420372102
125	825.000050871
126	820.603287344
127	816.229955972
128	811.879931876
129	807.553090842
130	803.249309319
131	798.968464411
132	794.710433881
133	790.475096142
134	786.262330254
135	782.072015923
136	777.904033495
137	773.758263954
138	769.634588918
139	765.532890638
140	761.45305199
141	757.394956474
142	753.358488214
143	749.343531948
